-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        model_inference         0.56%      69.186ms       100.00%       12.381s       12.381s             1  
                                            aten::empty         0.04%       4.931ms         0.04%       4.931ms       4.665us          1057  
                                          aten::random_         0.00%      17.000us         0.00%      17.000us      17.000us             1  
                                             aten::item         0.00%       7.100us         0.00%      10.100us      10.100us             1  
                              aten::_local_scalar_dense         0.00%       3.000us         0.00%       3.000us       3.000us             1  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...        12.59%        1.558s        22.43%        2.778s      31.209ms            89  
                                            aten::slice         6.19%     766.035ms         6.93%     857.556ms       4.866us        176241  
                                       aten::as_strided         0.76%      93.994ms         0.76%      93.994ms       0.529us        177561  
                                             aten::view         1.80%     222.737ms         1.80%     222.737ms       1.265us        176065  
                                            aten::stack         0.55%      68.040ms         1.25%     155.328ms     588.365us           264  
                                              aten::cat         0.67%      83.087ms         0.70%      86.700ms     328.408us           264  
                                           aten::narrow         0.02%       2.023ms         0.03%       3.613ms      13.685us           264  
                                          aten::permute         0.03%       3.138ms         0.03%       3.733ms      21.209us           176  
                                           aten::conv1d         0.01%       1.390ms        27.99%        3.465s      19.690ms           176  
                                aten::_convolution_mode         0.02%       2.602ms        27.98%        3.464s      19.682ms           176  
                                      aten::convolution         0.02%       2.445ms        27.96%        3.461s      19.667ms           176  
                                     aten::_convolution         0.06%       7.168ms        27.94%        3.459s      19.654ms           176  
                                        aten::unsqueeze         0.01%       1.564ms         0.02%       2.181ms       6.197us           352  
                               aten::mkldnn_convolution        27.82%        3.444s        27.84%        3.447s      19.587ms           176  
                                          aten::resize_         0.01%     782.400us         0.01%     782.400us       4.445us           176  
                                          aten::squeeze         0.01%       1.713ms         0.02%       2.289ms      13.007us           176  
                                             aten::relu         0.03%       3.175ms         8.87%        1.098s       6.239ms           176  
                                        aten::clamp_min         8.84%        1.095s         8.84%        1.095s       6.221ms           176  
                                       aten::max_pool1d        19.83%        2.456s        29.22%        3.618s      20.556ms           176  
                                       aten::contiguous         0.01%       1.468ms        10.14%        1.255s       7.131ms           176  
                                            aten::clone         0.02%       2.697ms        10.12%        1.254s       7.123ms           176  
                                       aten::empty_like         0.01%     804.400us         0.01%       1.240ms       7.047us           176  
                                            aten::copy_        10.10%        1.250s        10.10%        1.250s       4.735ms           264  
                                      aten::as_strided_         0.01%     665.100us         0.01%     665.100us       7.558us            88  
                                            aten::zeros         0.01%       1.185ms         0.06%       7.460ms      42.385us           176  
                                            aten::zero_         0.01%       1.735ms         0.05%       5.770ms      32.781us           176  
                                            aten::fill_         0.03%       4.035ms         0.03%       4.035ms      22.924us           176  
                                             aten::lstm         0.06%       7.247ms        10.75%        1.331s      15.122ms            88  
                              aten::cudnn_is_acceptable         0.00%      51.200us         0.00%      51.200us       0.582us            88  
                                        aten::transpose         0.02%       2.697ms         0.02%       2.932ms      11.108us           264  
                                           aten::select         0.02%       3.075ms         0.03%       3.467ms      13.133us           264  
                                 aten::mkldnn_rnn_layer         9.77%        1.210s         9.78%        1.211s      13.766ms            88  
                                              aten::add         0.01%     848.600us         0.01%     848.600us       9.643us            88  
                                           aten::linear         0.01%     849.400us         0.07%       8.537ms      97.014us            88  
                                                aten::t         0.00%     414.400us         0.01%     831.300us       9.447us            88  
                                            aten::addmm         0.05%       5.920ms         0.06%       6.856ms      77.915us            88  
                                           aten::expand         0.00%     324.000us         0.00%     379.700us       4.315us            88  
                                     aten::resolve_conj         0.00%      53.800us         0.00%      53.800us       0.306us           176  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 12.381s
