-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        model_inference         0.56%      70.112ms       100.00%       12.617s       12.617s             1  
                                            aten::empty         0.04%       4.910ms         0.04%       4.910ms       4.645us          1057  
                                          aten::random_         0.00%      12.700us         0.00%      12.700us      12.700us             1  
                                             aten::item         0.00%       4.700us         0.00%       6.800us       6.800us             1  
                              aten::_local_scalar_dense         0.00%       2.100us         0.00%       2.100us       2.100us             1  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...        12.15%        1.533s        21.62%        2.727s      30.645ms            89  
                                            aten::slice         6.02%     759.797ms         6.73%     849.524ms       4.820us        176241  
                                       aten::as_strided         0.73%      92.209ms         0.73%      92.209ms       0.519us        177561  
                                             aten::view         1.73%     218.543ms         1.73%     218.543ms       1.241us        176065  
                                            aten::stack         0.46%      57.413ms         1.13%     142.895ms     541.268us           264  
                                              aten::cat         0.64%      81.370ms         0.67%      84.928ms     321.696us           264  
                                           aten::narrow         0.01%       1.830ms         0.03%       3.557ms      13.475us           264  
                                          aten::permute         0.03%       3.267ms         0.03%       3.894ms      22.124us           176  
                                           aten::conv1d         0.01%       1.479ms        28.19%        3.557s      20.208ms           176  
                                aten::_convolution_mode         0.02%       2.526ms        28.18%        3.555s      20.200ms           176  
                                      aten::convolution         0.02%       2.631ms        28.16%        3.553s      20.186ms           176  
                                     aten::_convolution         0.06%       7.092ms        28.14%        3.550s      20.171ms           176  
                                        aten::unsqueeze         0.01%       1.641ms         0.02%       2.255ms       6.405us           352  
                               aten::mkldnn_convolution        28.02%        3.535s        28.04%        3.538s      20.105ms           176  
                                          aten::resize_         0.01%     804.600us         0.01%     804.600us       4.572us           176  
                                          aten::squeeze         0.01%       1.601ms         0.02%       2.183ms      12.403us           176  
                                             aten::relu         0.02%       3.036ms         8.72%        1.100s       6.250ms           176  
                                        aten::clamp_min         8.69%        1.097s         8.69%        1.097s       6.233ms           176  
                                       aten::max_pool1d        21.01%        2.650s        30.31%        3.824s      21.729ms           176  
                                       aten::contiguous         0.01%       1.479ms        10.05%        1.268s       7.206ms           176  
                                            aten::clone         0.02%       2.700ms        10.04%        1.267s       7.198ms           176  
                                       aten::empty_like         0.01%     794.100us         0.01%       1.207ms       6.858us           176  
                                            aten::copy_        10.01%        1.263s        10.01%        1.263s       4.786ms           264  
                                      aten::as_strided_         0.01%     674.100us         0.01%     674.100us       7.660us            88  
                                            aten::zeros         0.01%       1.272ms         0.06%       7.686ms      43.672us           176  
                                            aten::zero_         0.02%       1.909ms         0.05%       5.914ms      33.605us           176  
                                            aten::fill_         0.03%       4.006ms         0.03%       4.006ms      22.760us           176  
                                             aten::lstm         0.05%       6.858ms        10.43%        1.316s      14.951ms            88  
                              aten::cudnn_is_acceptable         0.00%      50.700us         0.00%      50.700us       0.576us            88  
                                        aten::transpose         0.02%       2.673ms         0.02%       2.904ms      10.998us           264  
                                           aten::select         0.02%       2.998ms         0.03%       3.365ms      12.748us           264  
                                 aten::mkldnn_rnn_layer         9.46%        1.194s         9.47%        1.195s      13.583ms            88  
                                              aten::add         0.01%     849.600us         0.01%     849.600us       9.655us            88  
                                           aten::linear         0.01%       1.095ms         0.07%       8.872ms     100.822us            88  
                                                aten::t         0.00%     429.500us         0.01%     753.200us       8.559us            88  
                                            aten::addmm         0.05%       6.061ms         0.06%       7.024ms      79.816us            88  
                                           aten::expand         0.00%     344.600us         0.00%     406.500us       4.619us            88  
                                     aten::resolve_conj         0.00%      56.100us         0.00%      56.100us       0.319us           176  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 12.617s
