-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        model_inference         5.78%      45.579ms       100.00%     788.628ms     788.628ms             1  
                                            aten::empty         0.41%       3.215ms         0.41%       3.215ms       3.641us           883  
                                          aten::random_         0.00%      21.700us         0.00%      21.700us      21.700us             1  
                                             aten::item         0.00%       9.100us         0.00%      12.900us      12.900us             1  
                              aten::_local_scalar_dense         0.00%       3.800us         0.00%       3.800us       3.800us             1  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         0.39%       3.114ms         0.73%       5.785ms     578.470us            10  
                                            aten::slice         1.02%       8.073ms         1.12%       8.838ms       8.130us          1087  
                                       aten::as_strided         0.34%       2.680ms         0.34%       2.680ms       1.112us          2410  
                                             aten::view         0.01%     115.300us         0.01%     115.300us       2.175us            53  
                                            aten::stack         0.01%     113.600us         0.18%       1.381ms     153.456us             9  
                                              aten::cat         5.59%      44.064ms         5.87%      46.312ms       2.573ms            18  
                                           aten::narrow         0.07%     556.100us         0.29%       2.248ms      14.793us           152  
                                           aten::conv1d         0.59%       4.625ms        55.07%     434.279ms     984.760us           441  
                                      aten::convolution         0.65%       5.111ms        54.48%     429.654ms     974.272us           441  
                                     aten::_convolution         1.81%      14.275ms        53.83%     424.543ms     962.682us           441  
                                        aten::unsqueeze         0.65%       5.098ms         0.79%       6.258ms       7.095us           882  
                               aten::mkldnn_convolution        49.88%     393.372ms        50.64%     399.391ms     905.648us           441  
                                      aten::as_strided_         0.29%       2.266ms         0.29%       2.266ms       5.139us           441  
                                          aten::resize_         0.07%     555.600us         0.07%     555.600us       1.260us           441  
                                          aten::squeeze         0.49%       3.863ms         0.59%       4.619ms      10.475us           441  
                                             aten::tanh        10.39%      81.921ms        10.39%      81.921ms     568.895us           144  
                                          aten::sigmoid         9.61%      75.759ms         9.61%      75.759ms     526.105us           144  
                                              aten::mul         7.54%      59.447ms         7.54%      59.447ms     412.824us           144  
                                              aten::add         4.41%      34.790ms         4.41%      34.790ms     241.597us           144  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 788.628ms
