-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        model_inference         5.83%      44.396ms       100.00%     761.050ms     761.050ms             1  
                                            aten::empty         0.47%       3.560ms         0.47%       3.560ms       4.032us           883  
                                          aten::random_         0.00%      12.100us         0.00%      12.100us      12.100us             1  
                                             aten::item         0.00%       4.200us         0.00%       6.500us       6.500us             1  
                              aten::_local_scalar_dense         0.00%       2.300us         0.00%       2.300us       2.300us             1  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         0.24%       1.819ms         0.43%       3.281ms     328.070us            10  
                                            aten::slice         0.92%       6.964ms         1.02%       7.777ms       7.154us          1087  
                                       aten::as_strided         0.37%       2.785ms         0.37%       2.785ms       1.156us          2410  
                                             aten::view         0.01%     101.900us         0.01%     101.900us       1.923us            53  
                                            aten::stack         0.01%      83.900us         0.11%     804.800us      89.422us             9  
                                              aten::cat         5.80%      44.165ms         6.04%      45.937ms       2.552ms            18  
                                           aten::narrow         0.08%     619.200us         0.23%       1.772ms      11.657us           152  
                                           aten::conv1d         0.55%       4.182ms        55.15%     419.684ms     951.665us           441  
                                      aten::convolution         0.65%       4.968ms        54.60%     415.502ms     942.181us           441  
                                     aten::_convolution         1.54%      11.741ms        53.94%     410.534ms     930.915us           441  
                                        aten::unsqueeze         0.55%       4.171ms         0.71%       5.373ms       6.092us           882  
                               aten::mkldnn_convolution        50.34%     383.101ms        51.19%     389.604ms     883.455us           441  
                                      aten::as_strided_         0.31%       2.372ms         0.31%       2.372ms       5.379us           441  
                                          aten::resize_         0.08%     580.300us         0.08%     580.300us       1.316us           441  
                                          aten::squeeze         0.40%       3.045ms         0.50%       3.816ms       8.653us           441  
                                             aten::tanh         9.60%      73.096ms         9.60%      73.096ms     507.608us           144  
                                          aten::sigmoid         9.99%      76.064ms         9.99%      76.064ms     528.219us           144  
                                              aten::mul         7.86%      59.832ms         7.86%      59.832ms     415.498us           144  
                                              aten::add         4.39%      33.385ms         4.39%      33.385ms     231.843us           144  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 761.050ms
