-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        model_inference         0.60%      54.466ms       100.00%        9.061s        9.061s             1  
                                            aten::empty         0.08%       7.296ms         0.08%       7.296ms      13.791us           529  
                                          aten::random_         0.00%      12.500us         0.00%      12.500us      12.500us             1  
                                             aten::item         0.00%       4.000us         0.00%       6.300us       6.300us             1  
                              aten::_local_scalar_dense         0.00%       2.300us         0.00%       2.300us       2.300us             1  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         9.52%     862.872ms        16.74%        1.517s      33.713ms            45  
                                            aten::slice         4.74%     429.152ms         5.24%     475.073ms       5.410us         87821  
                                       aten::as_strided         0.52%      47.153ms         0.52%      47.153ms       0.533us         88481  
                                             aten::view         1.23%     111.658ms         1.23%     111.658ms       1.273us         87733  
                                            aten::stack         0.37%      33.244ms         1.00%      90.457ms     685.279us           132  
                                              aten::cat         0.60%      54.696ms         0.63%      56.929ms     431.283us           132  
                                           aten::narrow         0.02%       1.373ms         0.02%       2.233ms      16.919us           132  
                                          aten::permute         0.02%       2.076ms         0.03%       2.366ms      26.885us            88  
                                           aten::conv1d         0.01%     718.600us        19.05%        1.726s      19.617ms            88  
                                aten::_convolution_mode         0.02%       1.395ms        19.04%        1.726s      19.609ms            88  
                                      aten::convolution         0.01%       1.306ms        19.03%        1.724s      19.593ms            88  
                                     aten::_convolution         0.04%       3.775ms        19.01%        1.723s      19.578ms            88  
                                        aten::unsqueeze         0.01%     759.200us         0.01%       1.055ms       5.997us           176  
                               aten::mkldnn_convolution        18.88%        1.711s        18.95%        1.717s      19.510ms            88  
                                          aten::resize_         0.04%       3.180ms         0.04%       3.180ms      36.133us            88  
                                          aten::squeeze         0.01%     848.700us         0.01%       1.165ms      13.235us            88  
                                             aten::relu         0.02%       2.054ms         7.33%     664.547ms       7.552ms            88  
                                        aten::clamp_min         7.31%     662.494ms         7.31%     662.494ms       7.528ms            88  
                                       aten::max_pool1d        15.88%        1.439s        22.45%        2.034s      23.114ms            88  
                                       aten::contiguous         0.00%     446.400us         7.09%     642.011ms       7.296ms            88  
                                            aten::clone         0.01%       1.331ms         7.08%     641.564ms       7.291ms            88  
                                       aten::empty_like         0.00%     409.800us         0.01%     605.200us       6.877us            88  
                                            aten::copy_         7.06%     639.883ms         7.06%     639.883ms       4.848ms           132  
                                      aten::as_strided_         0.00%     331.800us         0.00%     331.800us       7.541us            44  
                                            aten::zeros         0.01%     632.200us         0.09%       8.551ms      97.170us            88  
                                            aten::zero_         0.01%       1.347ms         0.08%       7.561ms      85.923us            88  
                                            aten::fill_         0.07%       6.215ms         0.07%       6.215ms      70.620us            88  
                                             aten::lstm         0.04%       3.715ms        33.58%        3.043s      69.164ms            44  
                              aten::cudnn_is_acceptable         0.00%      25.800us         0.00%      25.800us       0.586us            44  
                                        aten::transpose         0.01%     976.200us         0.01%       1.108ms       8.392us           132  
                                           aten::select         0.02%       2.047ms         0.02%       2.220ms      16.817us           132  
                                 aten::mkldnn_rnn_layer        32.72%        2.964s        32.76%        2.968s      67.457ms            44  
                                              aten::add         0.00%     449.300us         0.00%     449.300us      10.211us            44  
                                           aten::linear         0.00%     363.700us         0.10%       9.071ms     206.170us            44  
                                                aten::t         0.00%     215.100us         0.00%     398.000us       9.045us            44  
                                            aten::addmm         0.09%       7.799ms         0.09%       8.310ms     188.859us            44  
                                           aten::expand         0.00%     202.700us         0.00%     228.400us       5.191us            44  
                                     aten::resolve_conj         0.00%      26.900us         0.00%      26.900us       0.306us            88  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 9.061s
