-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        model_inference         0.61%      55.016ms       100.00%        9.015s        9.015s             1  
                                            aten::empty         0.12%      10.829ms         0.12%      10.829ms      20.470us           529  
                                          aten::random_         0.00%      15.600us         0.00%      15.600us      15.600us             1  
                                             aten::item         0.00%       5.800us         0.00%       9.300us       9.300us             1  
                              aten::_local_scalar_dense         0.00%       3.500us         0.00%       3.500us       3.500us             1  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         9.43%     849.899ms        16.58%        1.495s      33.224ms            45  
                                            aten::slice         4.67%     420.948ms         5.17%     465.919ms       5.305us         87821  
                                       aten::as_strided         0.51%      46.231ms         0.51%      46.231ms       0.522us         88481  
                                             aten::view         1.22%     109.966ms         1.22%     109.966ms       1.253us         87733  
                                            aten::stack         0.37%      33.682ms         0.99%      88.833ms     672.975us           132  
                                              aten::cat         0.58%      52.609ms         0.61%      54.864ms     415.633us           132  
                                           aten::narrow         0.02%       1.364ms         0.03%       2.255ms      17.080us           132  
                                          aten::permute         0.02%       2.011ms         0.03%       2.320ms      26.369us            88  
                                           aten::conv1d         0.01%     722.000us        20.19%        1.820s      20.687ms            88  
                                aten::_convolution_mode         0.02%       1.415ms        20.19%        1.820s      20.679ms            88  
                                      aten::convolution         0.01%       1.221ms        20.17%        1.818s      20.663ms            88  
                                     aten::_convolution         0.04%       3.805ms        20.16%        1.817s      20.649ms            88  
                                        aten::unsqueeze         0.01%     758.300us         0.01%       1.056ms       6.002us           176  
                               aten::mkldnn_convolution        20.04%        1.806s        20.09%        1.811s      20.581ms            88  
                                          aten::resize_         0.02%       2.050ms         0.02%       2.050ms      23.299us            88  
                                          aten::squeeze         0.01%     865.200us         0.01%       1.175ms      13.348us            88  
                                             aten::relu         0.02%       2.134ms         7.37%     664.089ms       7.546ms            88  
                                        aten::clamp_min         7.34%     661.955ms         7.34%     661.955ms       7.522ms            88  
                                       aten::max_pool1d        16.48%        1.485s        23.22%        2.093s      23.785ms            88  
                                       aten::contiguous         0.01%     467.000us         7.26%     654.803ms       7.441ms            88  
                                            aten::clone         0.01%       1.337ms         7.26%     654.336ms       7.436ms            88  
                                       aten::empty_like         0.00%     388.800us         0.01%     565.400us       6.425us            88  
                                            aten::copy_         7.24%     652.682ms         7.24%     652.682ms       4.945ms           132  
                                      aten::as_strided_         0.00%     330.400us         0.00%     330.400us       7.509us            44  
                                            aten::zeros         0.01%     645.800us         0.09%       8.518ms      96.795us            88  
                                            aten::zero_         0.02%       1.357ms         0.08%       7.497ms      85.198us            88  
                                            aten::fill_         0.07%       6.141ms         0.07%       6.141ms      69.781us            88  
                                             aten::lstm         0.04%       3.745ms        31.79%        2.866s      65.134ms            44  
                              aten::cudnn_is_acceptable         0.00%      27.100us         0.00%      27.100us       0.616us            44  
                                        aten::transpose         0.01%     981.100us         0.01%       1.112ms       8.425us           132  
                                           aten::select         0.02%       2.059ms         0.02%       2.246ms      17.013us           132  
                                 aten::mkldnn_rnn_layer        30.92%        2.787s        30.99%        2.794s      63.503ms            44  
                                              aten::add         0.01%     455.000us         0.01%     455.000us      10.341us            44  
                                           aten::linear         0.00%     356.500us         0.10%       8.737ms     198.570us            44  
                                                aten::t         0.00%     230.500us         0.00%     399.600us       9.082us            44  
                                            aten::addmm         0.08%       7.514ms         0.09%       7.981ms     181.386us            44  
                                           aten::expand         0.00%     167.300us         0.00%     192.100us       4.366us            44  
                                     aten::resolve_conj         0.00%      27.300us         0.00%      27.300us       0.310us            88  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 9.015s
