-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        model_inference         0.58%      50.162ms       100.00%        8.671s        8.671s             1  
                                            aten::empty         0.08%       6.787ms         0.08%       6.787ms      12.830us           529  
                                          aten::random_         0.00%      17.300us         0.00%      17.300us      17.300us             1  
                                             aten::item         0.00%       4.600us         0.00%       6.900us       6.900us             1  
                              aten::_local_scalar_dense         0.00%       2.300us         0.00%       2.300us       2.300us             1  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         8.97%     777.407ms        15.99%        1.387s      30.814ms            45  
                                            aten::slice         4.47%     387.719ms         5.00%     433.316ms       4.934us         87821  
                                       aten::as_strided         0.54%      46.906ms         0.54%      46.906ms       0.530us         88481  
                                             aten::view         1.28%     111.155ms         1.28%     111.155ms       1.267us         87733  
                                            aten::stack         0.34%      29.566ms         0.99%      85.428ms     647.182us           132  
                                              aten::cat         0.62%      53.539ms         0.64%      55.566ms     420.955us           132  
                                           aten::narrow         0.01%       1.120ms         0.02%       2.027ms      15.359us           132  
                                          aten::permute         0.02%       1.828ms         0.02%       2.132ms      24.225us            88  
                                           aten::conv1d         0.01%     722.000us        20.19%        1.751s      19.894ms            88  
                                aten::_convolution_mode         0.02%       1.307ms        20.18%        1.750s      19.886ms            88  
                                      aten::convolution         0.01%       1.152ms        20.17%        1.749s      19.871ms            88  
                                     aten::_convolution         0.04%       3.556ms        20.15%        1.748s      19.858ms            88  
                                        aten::unsqueeze         0.01%     790.500us         0.01%       1.088ms       6.180us           176  
                               aten::mkldnn_convolution        19.98%        1.732s        20.09%        1.742s      19.792ms            88  
                                          aten::resize_         0.06%       4.878ms         0.06%       4.878ms      55.432us            88  
                                          aten::squeeze         0.01%     831.400us         0.01%       1.144ms      13.001us            88  
                                             aten::relu         0.02%       2.048ms         7.58%     657.629ms       7.473ms            88  
                                        aten::clamp_min         7.56%     655.581ms         7.56%     655.581ms       7.450ms            88  
                                       aten::max_pool1d        14.30%        1.240s        21.11%        1.830s      20.801ms            88  
                                       aten::contiguous         0.01%     467.600us         7.36%     637.902ms       7.249ms            88  
                                            aten::clone         0.02%       1.334ms         7.35%     637.434ms       7.244ms            88  
                                       aten::empty_like         0.00%     383.900us         0.01%     555.000us       6.307us            88  
                                            aten::copy_         7.33%     635.802ms         7.33%     635.802ms       4.817ms           132  
                                      aten::as_strided_         0.00%     336.500us         0.00%     336.500us       7.648us            44  
                                            aten::zeros         0.01%     626.100us         0.09%       7.983ms      90.715us            88  
                                            aten::zero_         0.01%       1.112ms         0.08%       6.993ms      79.464us            88  
                                            aten::fill_         0.07%       5.881ms         0.07%       5.881ms      66.831us            88  
                                             aten::lstm         0.04%       3.624ms        34.30%        2.974s      67.599ms            44  
                              aten::cudnn_is_acceptable         0.00%      26.100us         0.00%      26.100us       0.593us            44  
                                        aten::transpose         0.01%     926.600us         0.01%       1.077ms       8.163us           132  
                                           aten::select         0.02%       1.814ms         0.02%       2.032ms      15.392us           132  
                                 aten::mkldnn_rnn_layer        33.45%        2.900s        33.47%        2.902s      65.949ms            44  
                                              aten::add         0.01%     438.400us         0.01%     438.400us       9.964us            44  
                                           aten::linear         0.00%     363.800us         0.10%       9.002ms     204.586us            44  
                                                aten::t         0.00%     217.900us         0.00%     402.300us       9.143us            44  
                                            aten::addmm         0.09%       7.747ms         0.09%       8.236ms     187.175us            44  
                                           aten::expand         0.00%     178.300us         0.00%     204.300us       4.643us            44  
                                     aten::resolve_conj         0.00%      26.500us         0.00%      26.500us       0.301us            88  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 8.671s
